link_id,Node1           ,Node2           
 PIPE_23853      ,A2225           ,A688            
 PIPE_22306      ,A2396           ,A618            
 PIPE_21360      ,A466            ,A1723           
 PIPE_25807      ,A2398           ,A2830           
 PIPE_18958      ,A2399           ,A997            
 PIPE_20775      ,A2401           ,AD10068-02-01   
 PIPE_31123      ,A1847           ,A2402           
 PIPE_31463      ,A1849           ,AD11678-02-01   
 PIPE_24977      ,A476            ,AD10434-01-01   
 PIPE_24086      ,A1049           ,A2404           
 PIPE_24479      ,A2405           ,A10358-01-01    
 PIPE_22931      ,A2407           ,A1232           
 PIPE_25395      ,A641            ,A2408           
 PIPE_31320      ,A601            ,A2409           
 PIPE_22637      ,A1861           ,A1944           
 PIPE_23553      ,A2413           ,A79             
 PIPE_21131      ,A2414           ,A2415           
 PIPE_22951      ,A2550           ,AD10107-03-01   
 PIPE_22183      ,A1248           ,A2417           
 PIPE_19536      ,A3149           ,AD10385-01-01   
 PIPE_29937      ,A1406           ,A2421           
 PIPE_30509      ,A2044           ,A2423           
 PIPE_30507      ,A2423           ,AD11632-01-01   
 PIPE_26949      ,A497            ,A2230           
 PIPE_31104      ,A498            ,AD11772         
 PIPE_19867      ,A1914           ,A977            
 PIPE_21541      ,A1249           ,A330            
 PIPE_21291      ,A563            ,A2426           
 PIPE_23318      ,A1607           ,AD10131-01-01   
 PIPE_21637      ,A546            ,A2428           
 PIPE_18084      ,A2009           ,A2429           
 PIPE_26498      ,A1871           ,A1082           
 PIPE_20315      ,A2430           ,A2431           
 PIPE_19207      ,A2018           ,A1872           
 PIPE_21314      ,A2431           ,A390            
 PIPE_26283      ,A2218           ,AD10023-01-01   
 PIPE_19015      ,A2177           ,A2438           
 PIPE_30771      ,A178            ,A2437           
 PIPE_27001      ,A3593           ,A2439           
 PIPE_23759      ,A1260           ,A1090           
 PIPE_26989      ,A2440           ,A2441           
 PIPE_26266      ,A1886           ,A1266           
 PIPE_20667      ,A2442           ,A2443           
 PIPE_21712      ,A2444           ,AD11115-05-01   
 PIPE_20010      ,A2445           ,AD11115-04-01   
 PIPE_23132      ,A2446           ,A1893           
 PIPE_18089      ,A1271           ,A2446           
 PIPE_23287      ,A1894           ,A1270           
 PIPE_19059      ,A2447           ,A530            
 PIPE_22605      ,A1276           ,A1903           
 PIPE_24874      ,A2429           ,A2449           
 PIPE_29454      ,A166            ,A547            
 PIPE_27526      ,A2450           ,A2451           
 PIPE_27325      ,A1619           ,A2452           
 PIPE_20715      ,A3458           ,A2453           
 PIPE_18697      ,A2455           ,AD10077-06-01   
 PIPE_18474      ,A2453           ,A2455           
 PIPE_19085      ,A377            ,AD10979-01-01   
 PIPE_20209      ,A298            ,A1306           
 PIPE_19933      ,A562            ,AD10878-01-01   
 PIPE_26385      ,A2458           ,A151            
 PIPE_25500      ,A2459           ,A571            
 PIPE_24926      ,A1295           ,A2460           
 PIPE_20882      ,A2461           ,A575            
 PIPE_19003      ,A1923           ,A2462           
 PIPE_27089      ,A2463           ,A2464           
 PIPE_23794      ,A2465           ,AD10082-07-01   
 PIPE_23839      ,A577            ,A2465           
 PIPE_15392      ,A2467           ,A1112           
 PIPE_24625      ,A577            ,A2468           
 PIPE_23335      ,A2468           ,A2469           
 PIPE_23780      ,A2471           ,A426            
 PIPE_20054      ,A2879           ,AD10425-01-01   
 PIPE_23212      ,A1927           ,AD10068-03-01   
 PIPE_21752      ,A2471           ,A1927           
 PIPE_25075      ,A2474           ,A1929           
 PIPE_18782      ,A1934           ,A2471           
 PIPE_24749      ,A2474           ,A1935           
 PIPE_24802      ,A1305           ,A1932           
 PIPE_20085      ,A1933           ,A1930           
 PIPE_23260      ,A2476           ,AD10396-01-01   
 PIPE_23527      ,A2477           ,A2478           
 PIPE_23715      ,A1306           ,A2475           
 PIPE_19278      ,A2882           ,A1308           
 PIPE_25340      ,A2479           ,AD10108-04-01   
 PIPE_25266      ,A1313           ,A1939           
 PIPE_18377      ,A2480           ,A601            
 PIPE_24594      ,A2482           ,A2483           
 PIPE_19323      ,A2787           ,A2484           
 PIPE_19904      ,A2484           ,A604            
 PIPE_19246      ,A1684           ,A2485           
 PIPE_19390      ,A1683           ,A2486           
 PIPE_24928      ,A612            ,A614            
 PIPE_17914      ,A1324           ,A2487           
 PIPE_25813      ,A1322           ,A2488           
 PIPE_25811      ,A2488           ,AD11276         
 PIPE_17750      ,A2490           ,A2491           
 PIPE_24125      ,A2396           ,A1172           
 PIPE_22228      ,A1326           ,A3077           
 PIPE_27246      ,A1327           ,A623            
 PIPE_20439      ,A2492           ,A3696           
 PIPE_31675      ,A748            ,A753            
 PIPE_31669      ,A747            ,A1330           
 PIPE_23504      ,A2494           ,A2495           
 PIPE_19437      ,A1966           ,A2497           
 PIPE_19029      ,A1532           ,A1707           
 PIPE_18682      ,A2498           ,A851            
 PIPE_20845      ,A1754           ,A2499           
 PIPE_21144      ,A1969           ,AD10074-05-01   
 PIPE_23944      ,A2198           ,AD10871-02-01   
 PIPE_22877      ,A2501           ,A1339           
 PIPE_21698      ,A2502           ,A1956           
 PIPE_21126      ,A478            ,A644            
 PIPE_25267      ,A483            ,A2504           
 PIPE_18261      ,A581            ,A1973           
 PIPE_25709      ,A1343           ,A97             
 PIPE_25710      ,A97             ,A2505           
 PIPE_22016      ,A656            ,A1978           
 PIPE_20881      ,A1006           ,A668            
 PIPE_27539      ,A673            ,A2506           
 PIPE_29186      ,A1349           ,A2507           
 PIPE_24720      ,A2291           ,A1092           
 PIPE_23333      ,A1993           ,A2510           
 PIPE_24618      ,A1993           ,A1362           
 PIPE_20254      ,A1726           ,AD10180         
 PIPE_30752      ,A3270           ,AD11693         
 PIPE_15698      ,A89             ,A2512           
 PIPE_17605      ,A2513           ,AD11101-01-01   
 PIPE_21528      ,A2514           ,A2515           
 PIPE_26409      ,A2516           ,A1366           
 PIPE_19304      ,A2517           ,A2518           
 PIPE_26264      ,A2521           ,A1885           
 PIPE_26372      ,A2341           ,A2523           
 PIPE_24767      ,A2010           ,AD10132-02-01   
 PIPE_25545      ,A2525           ,A2526           
 PIPE_26570      ,A1376           ,AD11189-01-01   
 PIPE_17792      ,A2529           ,A2013           
 PIPE_20797      ,A1175           ,A704            
 PIPE_18690      ,A2530           ,A2639           
 PIPE_30313      ,A2531           ,A2190           
 PIPE_28477      ,A1492           ,AD11482-01-01   
 PIPE_26012      ,A2534           ,A1379           
 PIPE_30163      ,A2535           ,A2057           
 PIPE_19105      ,A107            ,A186            
 PIPE_23036      ,A427            ,A1299           
 PIPE_24307      ,A2536           ,A588            
 PIPE_30889      ,A1386           ,A2539           
 PIPE_26064      ,A714            ,A2541           
 PIPE_30197      ,A717            ,A3290           
 PIPE_26070      ,A1448           ,A2026           
 PIPE_23400      ,A721            ,A269            
 PIPE_24145      ,A2960           ,AD10294-01-01   
 PIPE_30276      ,A3293           ,AD11671-03-01   
 PIPE_21957      ,A81             ,A726            
 PIPE_19936      ,A2553           ,A730            
 PIPE_19999      ,A2494           ,A26             
 PIPE_29936      ,A1406           ,A2554           
 PIPE_25789      ,A2046           ,A2185           
 PIPE_19485      ,A2555           ,A1428           
 PIPE_18008      ,A2556           ,A2555           
 PIPE_31554      ,A742            ,A741            
 PIPE_31558      ,A2558           ,AD11762-01-01   
 PIPE_30115      ,A2559           ,A1506           
 PIPE_26016      ,A2973           ,A747            
 PIPE_28348      ,AD11551         ,A2568           
 PIPE_28390      ,A2569           ,A1430           
 PIPE_31705      ,A1433           ,A2570           
 PIPE_30104      ,A2057           ,A1416           
 PIPE_18519      ,AD11114-01-01   ,A2573           
 PIPE_26952      ,A1437           ,A2574           
 PIPE_20952      ,A769            ,A2577           
 PIPE_18698      ,A2579           ,A2578           
 PIPE_23310      ,A1446           ,A2579           
 PIPE_15523      ,A772            ,A1446           
 PIPE_18058      ,A2540           ,A1447           
 PIPE_24604      ,A2166           ,AD11190-02-01   
 PIPE_22403      ,A1452           ,A2581           
 PIPE_17756      ,A2583           ,A2584           
 PIPE_28692      ,A2585           ,A2586           
 PIPE_28789      ,A2587           ,A2585           
 PIPE_28672      ,A782            ,A1459           
 PIPE_28638      ,A1462           ,A1461           
 PIPE_28667      ,A783            ,A3326           
 PIPE_28657      ,A784            ,A2588           
 PIPE_28649      ,A2998           ,A2073           
 PIPE_28645      ,A1464           ,A2589           
 PIPE_28661      ,A3557           ,AD11613-02-01   
 PIPE_30102      ,A2535           ,A3328           
 PIPE_29979      ,A2558           ,A2593           
 PIPE_31125      ,A1824           ,A2077           
 PIPE_23351      ,A1823           ,A2595           
 PIPE_18302      ,A2595           ,AD10435         
 PIPE_29989      ,A2              ,A3005           
 PIPE_28438      ,A809            ,A2598           
 PIPE_28259      ,A2599           ,A2600           
 PIPE_28426      ,A2599           ,A2601           
 PIPE_28528      ,A3728           ,A2602           
 PIPE_28491      ,A2603           ,AD11569         
 PIPE_28493      ,A2086           ,A2604           
 PIPE_28332      ,A2605           ,A2606           
 PIPE_28484      ,A1489           ,A2085           
 PIPE_28330      ,A2606           ,A2607           
 PIPE_30071      ,A2611           ,A832            
 PIPE_28276      ,A2609           ,A3201           
 PIPE_31172      ,A1504           ,A1482           
 PIPE_29909      ,A1              ,A1504           
 PIPE_22495      ,A2615           ,A452            
 PIPE_17974      ,A451            ,A1837           
 PIPE_23958      ,A1513           ,AD10323-01-01   
 PIPE_24811      ,A848            ,A2382           
 PIPE_20956      ,A2618           ,A14             
 PIPE_20555      ,A804            ,A2388           
 PIPE_19421      ,A3188           ,A2111           
 PIPE_23268      ,A2619           ,AD10864-01-01   
 PIPE_25864      ,A1069           ,A2621           
 PIPE_19075      ,A993            ,A1013           
 PIPE_18420      ,A2623           ,AD10031-04-01   
 PIPE_27098      ,A2624           ,AD10063-03-01   
 PIPE_22622      ,A1520           ,A2625           
 PIPE_22219      ,A2625           ,AD10063-04-01   
 PIPE_21867      ,A1524           ,A2627           
 PIPE_23786      ,A2628           ,AD11117-01-01   
 PIPE_27333      ,A26             ,A2634           
 PIPE_19167      ,A1967           ,A2138           
 PIPE_31975      ,A429            ,A3253           
 PIPE_25645      ,A2141           ,AD10040-01-01   
 PIPE_23881      ,A2147           ,AD10047-01-01   
 PIPE_26569      ,A1536           ,A2145           
 PIPE_27347      ,A36             ,A2019           
 PIPE_18915      ,A1537           ,A2640           
 PIPE_22654      ,A2641           ,AD10965         
 PIPE_22614      ,A47             ,A3580           
 PIPE_18116      ,A49             ,AD10242-01-01   
 PIPE_29558      ,A2621           ,A106            
 PIPE_22181      ,A62             ,A2645           
 PIPE_25930      ,A2646           ,A1593           
 PIPE_18771      ,A2647           ,A302            
 PIPE_22980      ,A2648           ,A1655           
 PIPE_29599      ,A2292           ,A2649           
 PIPE_19118      ,A1558           ,A2158           
 PIPE_24256      ,A1560           ,AD10062-02-01   
 PIPE_30307      ,A1983           ,A70             
 PIPE_21128      ,A2651           ,A2652           
 PIPE_23406      ,A907            ,A2651           
 PIPE_23308      ,A2160           ,A904            
 PIPE_18226      ,A2655           ,A69             
 PIPE_20246      ,A1564           ,A1394           
 PIPE_27161      ,A1394           ,A2960           
 PIPE_23783      ,A80             ,AD10106-02-01   
 PIPE_28683      ,A917            ,A2164           
 PIPE_30738      ,A2167           ,A685            
 PIPE_25634      ,A2658           ,A2657           
 PIPE_24772      ,A2658           ,A1574           
 PIPE_18227      ,A2661           ,AD10062-07-01   
 PIPE_24830      ,A1579           ,A1922           
 PIPE_20883      ,A934            ,A521            
 PIPE_22014      ,A2662           ,A2663           
 PIPE_20319      ,A1591           ,A2664           
 PIPE_22576      ,A892            ,AD11100-01-01   
 PIPE_28934      ,A2667           ,A57             
 PIPE_19634      ,A941            ,A2668           
 PIPE_22801      ,A2670           ,AD10085-03-01   
 PIPE_29627      ,A2671           ,A2904           
 PIPE_21048      ,A2672           ,A2673           
 PIPE_24818      ,A113            ,A1519           
 PIPE_31520      ,A2674           ,A1998           
 PIPE_23050      ,A2675           ,AD10350-01-01   
 PIPE_23517      ,A1608           ,AD10011-06-01   
 PIPE_21841      ,A1538           ,A1611           
 PIPE_18574      ,A1613           ,A2678           
 PIPE_30310      ,A2191           ,A2680           
 PIPE_24994      ,A125            ,A2681           
 PIPE_22735      ,A2678           ,A2192           
 PIPE_18148      ,A2683           ,A2684           
 PIPE_19007      ,A3601           ,AD10007-01-01   
 PIPE_17704      ,A2452           ,AD10033-02-01   
 PIPE_18026      ,A2687           ,AD10135-01-01   
 PIPE_22793      ,A961            ,A236            
 PIPE_26378      ,A237            ,A2690           
 PIPE_23840      ,A1628           ,AD10083-02-01   
 PIPE_23018      ,A1626           ,A2693           
 PIPE_18161      ,A639            ,A2694           
 PIPE_19096      ,A622            ,AD10253-01-01   
 PIPE_24110      ,A2195           ,A2691           
 PIPE_21234      ,A2776           ,AD10062-03-01   
 PIPE_18968      ,A2698           ,A2199           
 PIPE_24142      ,A639            ,A968            
 PIPE_19767      ,A969            ,A2699           
 PIPE_21515      ,A2700           ,A2701           
 PIPE_21916      ,A1625           ,AD10097-01-01   
 PIPE_25552      ,A2390           ,A572            
 PIPE_20532      ,A980            ,A2705           
 PIPE_22917      ,A150            ,A1291           
 PIPE_20732      ,A2706           ,A2206           
 PIPE_21762      ,A2318           ,A2706           
 PIPE_19501      ,A2209           ,A567            
 PIPE_18397      ,A158            ,A156            
 PIPE_23330      ,A2707           ,A164            
 PIPE_25111      ,A1649           ,A2213           
 PIPE_18171      ,A164            ,A167            
 PIPE_24248      ,A1648           ,A2708           
 PIPE_22660      ,A2711           ,A448            
 PIPE_29494      ,A2894           ,AD10996-01-01   
 PIPE_25557      ,A1692           ,AD11294-03-01   
 PIPE_29430      ,A1656           ,A2714           
 PIPE_24402      ,A187            ,A2716           
 PIPE_19160      ,A188            ,A2717           
 PIPE_24244      ,A2718           ,A2719           
 PIPE_18715      ,A2720           ,A2803           
 PIPE_21420      ,A1795           ,A437            
 PIPE_22971      ,A193            ,A2223           
 PIPE_17730      ,A196            ,A2722           
 PIPE_26647      ,A2723           ,A2366           
 PIPE_19463      ,A2725           ,A2726           
 PIPE_22575      ,A2725           ,A1010           
 PIPE_24515      ,A1013           ,A1811           
 PIPE_24853      ,A702            ,A2727           
 PIPE_17649      ,A548            ,A1017           
 PIPE_22803      ,A2227           ,AD10011-03-01   
 PIPE_31118      ,A1022           ,A2730           
 PIPE_30855      ,A1024           ,AD11724-01-01   
 PIPE_30812      ,A1946           ,A2167           
 PIPE_24673      ,A2734           ,AD10037-01-01   
 PIPE_23740      ,A217            ,AD10321-01-01   
 PIPE_19834      ,A1035           ,A1671           
 PIPE_20893      ,A3116           ,AD10398-01-01   
 PIPE_20781      ,A227            ,A2739           
 PIPE_24147      ,A2293           ,A2740           
 PIPE_18419      ,A295            ,A2240           
 PIPE_17961      ,A1729           ,AD10378-01-01   
 PIPE_24677      ,A2742           ,A1676           
 PIPE_24005      ,A1043           ,AD10002-02-01   
 PIPE_29643      ,A2221           ,A1795           
 PIPE_25985      ,A2745           ,A2094           
 PIPE_24921      ,A2246           ,AD10316-01-01   
 PIPE_22824      ,A2747           ,AD10007-02-01   
 PIPE_18145      ,A235            ,AD10444-01-01   
 PIPE_22616      ,A248            ,A2750           
 PIPE_19510      ,A1043           ,A2751           
 PIPE_25866      ,A2256           ,A1068           
 PIPE_15201      ,A1054           ,AD10229         
 PIPE_21202      ,A1652           ,A996            
 PIPE_31725      ,A2753           ,A2711           
 PIPE_17634      ,A1221           ,A1695           
 PIPE_23244      ,A1059           ,AD10046-04-01   
 PIPE_26448      ,A390            ,A2756           
 PIPE_19841      ,A2487           ,AD10028-01-01   
 PIPE_24349      ,A630            ,A2496           
 PIPE_22590      ,A2279           ,A2277           
 PIPE_18786      ,A270            ,A1709           
 PIPE_21796      ,A1669           ,A1711           
 PIPE_23938      ,A215            ,A2285           
 PIPE_20000      ,A2491           ,A1717           
 PIPE_27265      ,A1083           ,A1717           
 PIPE_20360      ,A1841           ,AD10028-02-01   
 PIPE_27009      ,A1725           ,A2763           
 PIPE_18879      ,A506            ,A2764           
 PIPE_19272      ,A2291           ,A2765           
 PIPE_18421      ,A2294           ,AD10067-01-01   
 PIPE_20673      ,A1730           ,AD10067-04-01   
 PIPE_18843      ,A2297           ,AD10073-03-01   
 PIPE_17863      ,A852            ,A2296           
 PIPE_31128      ,A1476           ,A1384           
 PIPE_31092      ,A1476           ,AD11769         
 PIPE_24780      ,A418            ,A2372           
 PIPE_20634      ,A1097           ,AD10062-04-01   
 PIPE_21667      ,A305            ,A624            
 PIPE_18043      ,A1518           ,A2771           
 PIPE_24730      ,A1118           ,A2772           
 PIPE_24048      ,A320            ,AD10381-01-01   
 PIPE_19226      ,A2314           ,AD10089-01-01   
 PIPE_20291      ,A47             ,A1122           
 PIPE_26928      ,A1234           ,AD10394-01-01   
 PIPE_20721      ,A2501           ,A2775           
 PIPE_25269      ,A3152           ,A2777           
 PIPE_20453      ,A2777           ,A2778           
 PIPE_30251      ,A2780           ,A2781           
 PIPE_23012      ,A2324           ,A2782           
 PIPE_22213      ,A2782           ,AD10449         
 PIPE_17604      ,A677            ,A2784           
 PIPE_26436      ,A1561           ,A342            
 PIPE_21743      ,A1759           ,A343            
 PIPE_24469      ,A722            ,A1760           
 PIPE_18632      ,A602            ,A2786           
 PIPE_20816      ,A2787           ,A2788           
 PIPE_24718      ,A1042           ,AD10002-01-01   
 PIPE_24405      ,A349            ,A434            
 PIPE_15450      ,A2745           ,A2790           
 PIPE_25072      ,A2791           ,A2792           
 PIPE_18292      ,A2794           ,A356            
 PIPE_27111      ,A2794           ,A2795           
 PIPE_25498      ,A2526           ,A2797           
 PIPE_19034      ,A2345           ,AD10118-01-01   
 PIPE_29474      ,A2172           ,A1152           
 PIPE_17880      ,A2344           ,AD10118-02-01   
 PIPE_24985      ,A370            ,AD10031-06-01   
 PIPE_18591      ,A1796           ,A375            
 PIPE_23194      ,A441            ,A1797           
 PIPE_15538      ,A3118           ,AD10078-03-01   
 PIPE_20189      ,A190            ,AD10064-01-01   
 PIPE_20063      ,A2801           ,A2802           
 PIPE_23094      ,A2804           ,A2333           
 PIPE_19887      ,A1805           ,A2805           
 PIPE_29517      ,A2806           ,A2362           
 PIPE_19646      ,A2808           ,A2762           
 PIPE_31267      ,A1353           ,AD11719-03      
 PIPE_21277      ,A1810           ,A369            
 PIPE_18901      ,A1814           ,AD10279-01-01   
 PIPE_23616      ,A2366           ,A2623           
 PIPE_22634      ,A3395           ,AD10329         
 PIPE_17623      ,A1649           ,AD10327         
 PIPE_18028      ,A1185           ,A2816           
 PIPE_30266      ,A425            ,AD11700-01-01   
 PIPE_21703      ,A107            ,AD10075-05-01   
 PIPE_22909      ,A2181           ,A2820           
 PIPE_19940      ,A2377           ,A350            
 PIPE_20353      ,A1134           ,A587            
 PIPE_21543      ,A2803           ,A442            
 PIPE_20769      ,A1833           ,A2821           
 PIPE_24583      ,A1832           ,A2822           
 PIPE_23903      ,A1207           ,A1282           
 PIPE_18460      ,A429            ,A1796           
 PIPE_18280      ,A2824           ,A2129           
 PIPE_20878      ,A451            ,AD11180         
 PIPE_19689      ,A452            ,A450            
 PIPE_20370      ,A978            ,AD10089-03-01   
 PIPE_30768      ,A2266           ,A2829           
 PIPE_23280      ,A466            ,A1953           
 PIPE_22282      ,A2831           ,A2832           
 PIPE_19376      ,A2238           ,A2401           
 PIPE_28773      ,A2833           ,A2834           
 PIPE_20527      ,A1846           ,A798            
 PIPE_18669      ,A1226           ,AD10275-01-01   
 PIPE_30220      ,A472            ,A1230           
 PIPE_22913      ,A2673           ,A1855           
 PIPE_24164      ,A1858           ,A44             
 PIPE_29676      ,A485            ,A2624           
 PIPE_27008      ,A2061           ,A1750           
 PIPE_22840      ,A2838           ,A2675           
 PIPE_23131      ,A2839           ,A468            
 PIPE_20776      ,A3670           ,AD10045-01-01   
 PIPE_30009      ,A2841           ,A2842           
 PIPE_30563      ,A2950           ,AD11669-01-01   
 PIPE_24364      ,A1254           ,A2844           
 PIPE_26511      ,A3034           ,A2287           
 PIPE_18458      ,A514            ,AD10128-03-01   
 PIPE_32016      ,A2395           ,A1881           
 PIPE_26991      ,A2441           ,AD10318-01-01   
 PIPE_21130      ,A2847           ,A2344           
 PIPE_22411      ,A2848           ,A936            
 PIPE_29199      ,A1267           ,A2849           
 PIPE_21069      ,A525            ,A2442           
 PIPE_24517      ,A2850           ,A2851           
 PIPE_22454      ,A526            ,AD11137-01-01   
 PIPE_23532      ,A2444           ,A2850           
 PIPE_18311      ,A2445           ,A1892           
 PIPE_21055      ,A2446           ,A2445           
 PIPE_24637      ,A1270           ,AD11115-03-01   
 PIPE_19583      ,A529            ,A524            
 PIPE_22564      ,A2415           ,A543            
 PIPE_19922      ,A1903           ,A2860           
 PIPE_28983      ,AD11578-01-01   ,A545            
 PIPE_20425      ,A2451           ,A10347-01-01    
 PIPE_27469      ,A3217           ,A2862           
 PIPE_18024      ,A1905           ,A2749           
 PIPE_23954      ,A1584           ,A2863           
 PIPE_18076      ,A1283           ,A2791           
 PIPE_19459      ,A2864           ,A2865           
 PIPE_24974      ,A2866           ,A1767           
 PIPE_22193      ,A1292           ,AD10429-01-01   
 PIPE_20332      ,A2460           ,A573            
 PIPE_26368      ,A2201           ,A2340           
 PIPE_20622      ,A2868           ,A2869           
 PIPE_21140      ,A2463           ,A2466           
 PIPE_19718      ,A578            ,A2660           
 PIPE_29433      ,A2871           ,A2648           
 PIPE_25938      ,A2872           ,A2873           
 PIPE_31934      ,A2874           ,A579            
 PIPE_15194      ,A3458           ,A1925           
 PIPE_17971      ,A1298           ,A585            
 PIPE_26582      ,A1763           ,AD11193-01-01   
 PIPE_29592      ,A1302           ,A2877           
 PIPE_21926      ,A2878           ,A2670           
 PIPE_18354      ,A1934           ,A2879           
 PIPE_24470      ,A2476           ,A3234           
 PIPE_20509      ,A3234           ,A2880           
 PIPE_28777      ,A2881           ,A488            
 PIPE_18475      ,A163            ,A2882           
 PIPE_19917      ,A1309           ,A2883           
 PIPE_24041      ,A599            ,A2885           
 PIPE_24066      ,A2882           ,A2480           
 PIPE_18222      ,A606            ,AD10142-02-01   
 PIPE_18933      ,A2888           ,A2889           
 PIPE_22364      ,A864            ,A10315-01-01    
 PIPE_25169      ,A1700           ,AD10022-03-01   
 PIPE_19842      ,A2264           ,A1219           
 PIPE_21339      ,A2262           ,A1955           
 PIPE_28922      ,A2829           ,A2893           
 PIPE_23754      ,A1325           ,A2894           
 PIPE_25937      ,A2897           ,A2493           
 PIPE_21586      ,A2898           ,A1736           
 PIPE_26485      ,A2534           ,A2899           
 PIPE_22930      ,A1707           ,A1702           
 PIPE_18193      ,A895            ,A2900           
 PIPE_17761      ,A2901           ,A2902           
 PIPE_27097      ,A2901           ,A2498           
 PIPE_24530      ,A1753           ,A2776           
 PIPE_24064      ,A636            ,A2901           
 PIPE_23459      ,A963            ,A637            
 PIPE_23635      ,A963            ,AD10083-03-01   
 PIPE_27239      ,A2900           ,A971            
 PIPE_19230      ,A883            ,A2672           
 PIPE_23091      ,A2904           ,A2905           
 PIPE_23088      ,A3150           ,AD10422-01-01   
 PIPE_24737      ,A2907           ,AD10380-01-01   
 PIPE_19798      ,A2908           ,A648            
 PIPE_32242      ,A2909           ,AD10393-01-01   
 PIPE_25981      ,A3255           ,A2790           
 PIPE_22008      ,A650            ,AD10080-01-01   
 PIPE_21765      ,A653            ,A2911           
 PIPE_19406      ,A1534           ,A2461           
 PIPE_22900      ,A1827           ,A2912           
 PIPE_21250      ,A2139           ,AD10086-02-01   
 PIPE_20701      ,A2915           ,A1976           
 PIPE_18349      ,A2915           ,A682            
 PIPE_26571      ,A2916           ,A656            
 PIPE_26786      ,A2508           ,A2917           
 PIPE_25594      ,A2354           ,A2918           
 PIPE_22772      ,A2098           ,A2918           
 PIPE_21052      ,A2919           ,A831            
 PIPE_20839      ,A197            ,A2642           
 PIPE_21953      ,A2506           ,AD10252-01-01   
 PIPE_22705      ,A676            ,A905            
 PIPE_23694      ,A1984           ,A677            
 PIPE_23580      ,A2652           ,AD10293-01-01   
 PIPE_24411      ,A926            ,AD10171         
 PIPE_21513      ,A1359           ,A2171           
 PIPE_24079      ,A2512           ,A2926           
 PIPE_17802      ,A2282           ,A2927           
 PIPE_23371      ,A2927           ,A2928           
 PIPE_29545      ,A1996           ,A2930           
 PIPE_15273      ,A928            ,AD10013-01-01   
 PIPE_31502      ,A1999           ,AD11728         
 PIPE_20466      ,A1369           ,A2932           
 PIPE_21432      ,A2933           ,A2934           
 PIPE_17841      ,A2010           ,A2935           
 PIPE_25055      ,A2003           ,AD10132-03-01   
 PIPE_18953      ,A2938           ,A1140           
 PIPE_31326      ,A2940           ,A363            
 PIPE_15390      ,A2764           ,A2944           
 PIPE_19114      ,A704            ,AD10355-01-01   
 PIPE_23915      ,A708            ,AD10040-02-01   
 PIPE_28478      ,A2022           ,AD11534-01-01   
 PIPE_26483      ,A1331           ,A2534           
 PIPE_23865      ,A2717           ,A2948           
 PIPE_25137      ,A2948           ,A2536           
 PIPE_30551      ,A2949           ,A2950           
 PIPE_30559      ,A2949           ,AD11665-01-01   
 PIPE_28628      ,A2952           ,A2953           
 PIPE_19227      ,A3454           ,AD11224         
 PIPE_27350      ,A2955           ,AD11192-01-01   
 PIPE_31683      ,A2031           ,A2028           
 PIPE_18530      ,A2545           ,A2955           
 PIPE_31833      ,A1384           ,A2957           
 PIPE_22221      ,A2035           ,A2958           
 PIPE_18651      ,A1574           ,AD10346-01-01   
 PIPE_30279      ,A1567           ,AD11671-02-01   
 PIPE_30970      ,A728            ,AD11720-01-01   
 PIPE_30224      ,A2962           ,A2042           
 PIPE_31512      ,A2047           ,A3307           
 PIPE_28576      ,A1409           ,A115            
 PIPE_18565      ,A2968           ,AGMINC          
 PIPE_28254      ,A2974           ,AD11614         
 PIPE_29226      ,A2978           ,A2979           
 PIPE_31764      ,A759            ,A2980           
 PIPE_31784      ,A760            ,A2981           
 PIPE_19423      ,A765            ,A766            
 PIPE_26919      ,A3316           ,AD10143-01-01   
 PIPE_22959      ,A767            ,A2338           
 PIPE_31749      ,A2063           ,A2984           
 PIPE_17887      ,A2579           ,A2985           
 PIPE_24533      ,AD11134-01-01   ,A3111           
 PIPE_29183      ,A2230           ,A2987           
 PIPE_31116      ,A499            ,A2064           
 PIPE_18097      ,A2582           ,A2989           
 PIPE_21412      ,A1454           ,AD11108-01-01   
 PIPE_30864      ,A2991           ,A2992           
 PIPE_19871      ,A778            ,A2583           
 PIPE_28669      ,A2069           ,AD11609-02-01   
 PIPE_28656      ,A2588           ,A2070           
 PIPE_28651      ,A2997           ,A2998           
 PIPE_24180      ,A3000           ,A794            
 PIPE_26833      ,A794            ,A1850           
 PIPE_29742      ,A796            ,A799            
 PIPE_30575      ,A3001           ,A3002           
 PIPE_30576      ,A2611           ,A3003           
 PIPE_31176      ,A1483           ,AD11785         
 PIPE_28414      ,A1485           ,A2599           
 PIPE_28261      ,A2600           ,AD11595-01-01   
 PIPE_28607      ,A2601           ,A1488           
 PIPE_28257      ,A2602           ,AD11580-01-01   
 PIPE_28523      ,A2602           ,A3008           
 PIPE_28492      ,A2604           ,A2603           
 PIPE_28485      ,AD11557         ,A825            
 PIPE_28496      ,A3009           ,A824            
 PIPE_28552      ,A2089           ,AD11377-01-01   
 PIPE_28487      ,AD11535         ,A3009           
 PIPE_28462      ,A3011           ,AD11576-02-01   
 PIPE_28456      ,A3336           ,AD11576-01-01   
 PIPE_28544      ,A826            ,A1492           
 PIPE_28560      ,A1495           ,A3010           
 PIPE_28533      ,A828            ,A3013           
 PIPE_28497      ,A1495           ,A3009           
 PIPE_21414      ,A378            ,A1354           
 PIPE_18239      ,A375            ,AD10064-03-01   
