link_id,Node1           ,Node2           
 PIPE_18986      ,A865            ,A866            
 PIPE_22484      ,A3349           ,AD10334         
 PIPE_19562      ,A865            ,A731            
 PIPE_19509      ,A2276           ,AD10127-01-01   
 PIPE_25704      ,A2204           ,AD10082-02-01   
 PIPE_29661      ,A870            ,A32             
 PIPE_24488      ,A870            ,A3259           
 PIPE_23570      ,A871            ,A870            
 PIPE_31912      ,A35             ,A681            
 PIPE_24277      ,A124            ,AD10025-01-01   
 PIPE_24514      ,A2640           ,AD10048-01-01   
 PIPE_18588      ,A875            ,A37             
 PIPE_18625      ,A875            ,AD10018-01-01   
 PIPE_29004      ,AD11592-01-01   ,A878            
 PIPE_19915      ,A28             ,A250            
 PIPE_21657      ,A2642           ,AD10374-01-01   
 PIPE_20937      ,A1545           ,AD10059-02-01   
 PIPE_25068      ,A881            ,A48             
 PIPE_22457      ,A882            ,A881            
 PIPE_19168      ,A393            ,A883            
 PIPE_26199      ,A884            ,A885            
 PIPE_23662      ,A42             ,AD10066-01-01   
 PIPE_20581      ,A512            ,A886            
 PIPE_24181      ,A1512           ,A887            
 PIPE_28949      ,A53             ,A805            
 PIPE_26866      ,A887            ,A2646           
 PIPE_21900      ,A2668           ,AD10995-01-01   
 PIPE_28975      ,A806            ,A57             
 PIPE_18494      ,A891            ,A60             
 PIPE_19345      ,A847            ,A892            
 PIPE_15531      ,A3045           ,AD10096-03-01   
 PIPE_22422      ,A894            ,A895            
 PIPE_21136      ,A898            ,AD10074-02-01   
 PIPE_23156      ,A897            ,A898            
 PIPE_19548      ,A3249           ,AD10412-01-01   
 PIPE_24262      ,A897            ,AD10074-01-01   
 PIPE_20671      ,A901            ,AD10074-08-01   
 PIPE_20868      ,A902            ,A903            
 PIPE_24290      ,A904            ,AD10284-01-01   
 PIPE_18525      ,A905            ,A906            
 PIPE_15453      ,A902            ,A2160           
 PIPE_23482      ,A69             ,A907            
 PIPE_20651      ,A3050           ,AD11141-01-01   
 PIPE_24022      ,A2163           ,A75             
 PIPE_23590      ,A2758           ,AD10055-03-01   
 PIPE_24963      ,A1399           ,AD10107-02-01   
 PIPE_18714      ,A80             ,A910            
 PIPE_28783      ,A911            ,A912            
 PIPE_28785      ,A914            ,A2587           
 PIPE_28680      ,A1571           ,A915            
 PIPE_27590      ,A1572           ,A916            
 PIPE_28633      ,A917            ,AD11609-01-01   
 PIPE_28684      ,A782            ,A917            
 PIPE_18956      ,A88             ,A920            
 PIPE_30742      ,A686            ,A919            
 PIPE_24388      ,A920            ,A921            
 PIPE_21124      ,A922            ,A2038           
 PIPE_17720      ,A90             ,A923            
 PIPE_28986      ,A923            ,AD11572-01-01   
 PIPE_22944      ,A925            ,A926            
 PIPE_24094      ,A927            ,A928            
 PIPE_21248      ,A1579           ,A929            
 PIPE_27408      ,A929            ,A305            
 PIPE_24389      ,A930            ,A931            
 PIPE_20989      ,A1583           ,A932            
 PIPE_23229      ,A377            ,A351            
 PIPE_17602      ,A520            ,AD10006-05-01   
 PIPE_19342      ,A934            ,A935            
 PIPE_19694      ,A936            ,A100            
 PIPE_26072      ,A938            ,A98             
 PIPE_23581      ,A60             ,A3483           
 PIPE_18681      ,A939            ,A940            
 PIPE_19729      ,A3207           ,A941            
 PIPE_27174      ,A104            ,A942            
 PIPE_23664      ,A943            ,A2669           
 PIPE_20293      ,A63             ,AD10034-02-01   
 PIPE_23121      ,A1597           ,AD10054-02-01   
 PIPE_18671      ,A111            ,A946            
 PIPE_24876      ,A947            ,A641            
 PIPE_23326      ,A2122           ,AD10065-01-01   
 PIPE_26033      ,A949            ,A1862           
 PIPE_28582      ,AD11379-01-01   ,A1603           
 PIPE_20091      ,A951            ,A3616           
 PIPE_21466      ,A952            ,A951            
 PIPE_23670      ,A1610           ,AD10305-01-01   
 PIPE_21239      ,A956            ,AD10191         
 PIPE_18062      ,A657            ,A121            
 PIPE_18045      ,A1616           ,AD10361-01-01   
 PIPE_18878      ,A958            ,AD11219-04-01   
 PIPE_19446      ,A128            ,AD10033-03-01   
 PIPE_24447      ,A961            ,A238            
 PIPE_23936      ,A962            ,A963            
 PIPE_24318      ,A2195           ,A964            
 PIPE_27401      ,A965            ,AD10095-03-01   
 PIPE_25977      ,A966            ,A3244           
 PIPE_23296      ,A967            ,AD10122-01-01   
 PIPE_21337      ,A968            ,A2701           
 PIPE_20521      ,A140            ,AD10083-04-01   
 PIPE_21526      ,A969            ,A970            
 PIPE_20426      ,A971            ,A972            
 PIPE_20795      ,A973            ,A974            
 PIPE_24683      ,A975            ,A976            
 PIPE_19520      ,A977            ,A978            
 PIPE_23085      ,A979            ,A980            
 PIPE_24061      ,A147            ,AD10056-01-01   
 PIPE_24964      ,A2468           ,AD10082-01-01   
 PIPE_22037      ,A582            ,AD10076-02-01   
 PIPE_22939      ,A156            ,A599            
 PIPE_24885      ,A985            ,A10102-02-01    
 PIPE_26920      ,A984            ,A985            
 PIPE_27268      ,A3055           ,A986            
 PIPE_24611      ,A3444           ,A987            
 PIPE_24750      ,A988            ,A1576           
 PIPE_17746      ,A989            ,AD10006-03-01   
 PIPE_24446      ,A991            ,A989            
 PIPE_20702      ,A992            ,A993            
 PIPE_18440      ,A2724           ,A170            
 PIPE_19983      ,A517            ,A176            
 PIPE_23115      ,A994            ,A995            
 PIPE_27337      ,A996            ,AD10320-01-01   
 PIPE_31719      ,A997            ,A3209           
 PIPE_19251      ,A994            ,A998            
 PIPE_24954      ,A2715           ,AD11103-01-01   
 PIPE_27176      ,A2716           ,AD10093-01-01   
 PIPE_20279      ,A1000           ,AD10075-02-01   
 PIPE_23211      ,A183            ,AD10092-01-01   
 PIPE_21238      ,A1381           ,AD10428-01-01   
 PIPE_23815      ,A1003           ,AD11130-01-01   
 PIPE_24209      ,A668            ,AD10266-01-01   
 PIPE_18316      ,A1006           ,A1007           
 PIPE_19080      ,A1007           ,A1806           
 PIPE_23908      ,A1008           ,A1009           
 PIPE_23943      ,A1010           ,A1008           
 PIPE_22514      ,A1011           ,AD10324-01-01   
 PIPE_23349      ,A1013           ,A1014           
 PIPE_22534      ,A1015           ,A1016           
 PIPE_21777      ,A1017           ,A1372           
 PIPE_20064      ,A505            ,AD10011-04-01   
 PIPE_27593      ,A1019           ,AD11683-01-01   
 PIPE_21940      ,A2684           ,A1021           
 PIPE_31083      ,A1023           ,A1022           
 PIPE_31776      ,A209            ,A1023           
 PIPE_30860      ,A211            ,A1024           
 PIPE_30877      ,A1025           ,AD11742         
 PIPE_20202      ,A1030           ,AD11016         
 PIPE_19588      ,A2788           ,A1027           
 PIPE_21595      ,A3052           ,AD10052-02-01   
 PIPE_22430      ,A2733           ,AD10019-01-01   
 PIPE_21333      ,A1038           ,AD10016-02-01   
 PIPE_19451      ,A1032           ,A1033           
 PIPE_25067      ,A219            ,A1034           
 PIPE_25793      ,A223            ,A3116           
 PIPE_25106      ,A1035           ,AD10075-07-01   
 PIPE_19527      ,A1036           ,A1035           
 PIPE_21155      ,A1039           ,A1038           
 PIPE_23554      ,A229            ,A1040           
 PIPE_19825      ,A1042           ,A1043           
 PIPE_24302      ,A1044           ,AD10078-02-01   
 PIPE_20661      ,A1045           ,A3100           
 PIPE_20856      ,A2245           ,A239            
 PIPE_27547      ,A2727           ,A1046           
 PIPE_21020      ,A1047           ,A1048           
 PIPE_24898      ,A1049           ,A1050           
 PIPE_21346      ,A2257           ,A1051           
 PIPE_21105      ,A1052           ,A251            
 PIPE_19586      ,A1053           ,A1054           
 PIPE_27416      ,A1056           ,A1057           
 PIPE_18427      ,A1058           ,A1059           
 PIPE_19768      ,A1060           ,A463            
 PIPE_21440      ,A1061           ,AD10046-05-01   
 PIPE_24501      ,A1066           ,A2136           
 PIPE_21120      ,A260            ,A1063           
 PIPE_15266      ,A260            ,AD10943-01-01   
 PIPE_22549      ,A1064           ,A2273           
 PIPE_21072      ,A1065           ,A1066           
 PIPE_20403      ,A2382           ,AD10169         
 PIPE_25865      ,A1068           ,A1069           
 PIPE_17847      ,A1708           ,AD10954         
 PIPE_21594      ,A2034           ,A272            
 PIPE_18788      ,A1711           ,A1072           
 PIPE_24467      ,A1575           ,A1073           
 PIPE_27190      ,A1073           ,A1042           
 PIPE_20976      ,A1074           ,A1392           
 PIPE_21340      ,A2284           ,AD10013-02-01   
 PIPE_22025      ,A2284           ,A1076           
 PIPE_19394      ,A275            ,A1077           
 PIPE_24672      ,A1078           ,A1079           
 PIPE_20101      ,A2281           ,AD10003-01-01   
 PIPE_24320      ,A1081           ,AD10014-02-01   
 PIPE_15334      ,A1082           ,A279            
 PIPE_20994      ,A1083           ,A282            
 PIPE_22792      ,A1084           ,A1083           
 PIPE_27410      ,A286            ,A1085           
 PIPE_19128      ,A1086           ,A1084           
 PIPE_24948      ,A1087           ,AD10046-03-01   
 PIPE_23926      ,A1088           ,A1089           
 PIPE_18107      ,A1090           ,A1091           
 PIPE_18806      ,A1092           ,A291            
 PIPE_21670      ,A296            ,A1093           
 PIPE_21101      ,A852            ,AD10371-01-01   
 PIPE_22086      ,A1732           ,AD11191-01-01   
 PIPE_24358      ,A1095           ,A1096           
 PIPE_15536      ,A623            ,A1097           
 PIPE_21025      ,A2661           ,AD10062-05-01   
 PIPE_19012      ,A1099           ,A1100           
 PIPE_21413      ,A1101           ,AD10058-03-01   
 PIPE_31475      ,A1102           ,A1107           
 PIPE_30954      ,A1103           ,AGCINC          
 PIPE_23531      ,A475            ,A1105           
 PIPE_31484      ,A2041           ,AD11678-01-01   
 PIPE_19317      ,A1107           ,A314            
 PIPE_21687      ,A1109           ,AD10400-01-01   
 PIPE_20561      ,A930            ,AD10076-03-01   
 PIPE_19576      ,A1112           ,A1113           
 PIPE_20526      ,A1114           ,A1115           
 PIPE_23172      ,A1748           ,AD10870         
 PIPE_25965      ,A1116           ,A1117           
